"Lektion 05 -- Konsonant-, ι og υ-stammer (2.5)"
Nominativmærket er enten -ϛ eller Ø. κῆρυξ (budbringer) tilhører type...,Type 1: κηρυκ-ϛ.
"Akk.-mærket er -α, og i ι- og υ-stammer ν. 
κῆρυξ og ὗϛ hedder i akk...","κήρυκα, \\ ὗν"
Gen-mærket er -οϛ; κῆρυξ og ὗϛ hedder i gen...,"κήρυκοϛ, \\ ὑόϛ"
"Dat-mærket er ι, og κῆρυξ og ὗϛ hedder derfor i dat...","κήρυκι, \\ ὑί"
Kasusmærkerne hedder i sing...,"-ϛ (Ø), \\ -α (-ν), \\ -οϛ, \\ -ι"
Nom pl har endelsen -εϛ; κῆρυξ og ὗϛ hedder...,"κήρυκεϛ, \\ ὕεϛ"
"Akk-mærket er -αϛ ved konsonantstammer, -ϛ ved υ-stammer. κῆρυξ og ὗϛ hedder derfor i acc pl...","κήρυκαϛ, \\ ὗϛ"
Gen-mærket er det samme som i A- og O-stammer; κῆρυξ og ὗϛ hedder derfor...,"κηρύκων, \\ ὕων"
Dat-mærket er -σι(ν); κῆρυξ og ὗϛ hedder i dativ...,"κήρυξι, \\ ὗσι"
Kasusmærkerne hedder i plur...,-εϛ \\ -αϛ/-ϛ \\ -ων \\ -σι
ὄψ betyder stemme - stammen er...,ὀπ-
Bøj ἡ ὄψ i sing!,ὄψ \\ ὄπα \\ ὀπόϛ \\ ὀπί
Bøj ἡ ὄψ i plur!,ὄπεϛ \\ ὄπαϛ \\ ὄπων \\ ὄψι
Hvilken form er ὀπί?,Dat sing
Hvilken form er ὄπαϛ?,Akk pl.
Hvilken form er ὀπόϛ?,Gen sing.
"ἡ πόλιϛ (by) er en ι-stamme; akk sing ender på -ν, og πόλιϛ hedder i akk sing...",τὴν πόλιν.
"Gen og dat af πόλις har stammen πολε-; gen har endelsen -ωϛ, altså...",τῆϛ πόλεωϛ.
"Dat sing (stamme: πολε-) har mærket -ι,  altså...",πόλει.
