"Lektion 10 -- Modus og aspekt (6.2.6--7, 13.4)"
"Græsk har seks modi (lektion otte), nemlig...",Ind konj opt imp inf ptc.
De to infinitte modi er...,Inf og ptc.
De fire finitte modi er...,Ind konj opt imp. 
"Modus kendes på modusmærket, der i ind og imp er -Ø. Der er altså intet mærke i...",Ind og imp. 
Konjunktivs mærke er forlænget temavokal. ο-ε-ε / ο-ε-ο bliver til...,ω-η-η \\ ω-η-ω
Modusmærket i indikativ er:,Ø (intet).
Modsumærket i konjunktiv er: ,forlænget temavokal: ω-η-η/ω-η-ω.
Optativs mærke er: -ι- (οι αι ιη). Mærkerne i ind konj og opt er...,"Ø, forlænget temavokal og -ι- (dvs. οι αι ει ιη)."
"Bestem modus i disse former: λύομαι, λύωμαι...",Ind og konj.
"Bestem modus i disse former:  λύοιτο, λύεται",Opt og ind. 
Græsk har tre aspekter:,"Imperfektiv, aorist og perfektiv. \\ De betegner handlingens uafsluttethed, overskuethed og afsluttethed, men ikke afstanden til den talende."
De tre aspekter på græsk er:,"Imp, aor og perf."
"Imperf er den igangværende, uafsluttede handling; perf er...","Den afsluttede, fuldendte handling."
De tre handlingsformer/aspekter er...,"Uafsluttet/igangværende (imperf), overskuet (aorist) og afsluttet (perf)"
Imperf har intet aspektmærke; de fleste aoristformer har mærket -σ-; perfektiv har reduplikation. Luk øjnene og gentag!,imperf: intet mærke; mange aor: -σ- (σ-aor); perf: reduplikation.
Hvordan dannes perfektiv reduplikation? ,Gentagelse af stammens begyndelseskonsonant.
Hvordan ser perfektivstammen af λύω ud?,λέλυκ-
Aspektmærket i perf akt er ofte -κ-. Gentag aspektmærkerne!,"Imperf nul, mange aor -σ-, perf redupl og (i akt) ofte -κ-."
Aor med -σ- kaldes ofte...,Sigmatiske aorister.
Hvad kaldes den aor-type som har kort eller forandret stamme og temavokal?,Tematisk aor ell. 2. aor.
