"Lektion 08 -- Verbernes byggesten (6.2)"
"De tematiske verber består af stamme, temavokal og endelse. \\ Temavokalerne er ο-ε-ε/ο-ε-ο, de står mellem...",Stamme og endelse
Temavokalerne er...,ο-ε-ε \\ ο-ε-ο.
"Der findes finitte og infinitte verbalformer; de finitte har personendelser, har de infinitte også det?",De infinitte verbalformer har ikke personendelse.
Infinitte verbalformer er infinitiv og participium. De finitte verbers temavokaler er...,ο-ε-ε \\ ο-ε-ο.
De infinitte verbalformer er...,Infintiv og participium.
"De fire finitte verbalformer er: indikativ, konjunktiv, optativ, imperativ, som har temavokalerne...",ο-ε-ε \\ ο-ε-ο.
De fire finitte verbalformer er...,"Indikativ, konjunktiv, optativ, imperativ."
"De finitte verbalformer og infinitte former kaldes modi. Græsk har seks modi, nemlig...","Ind, konj, opt, imper, inf, ptc. "
"Indikativ har to tider, nemlig...",Præsens og præteritum
De infinitte modi er...,Inf og ptc.
"Indikativ har to tider (tempora), de er...",Præs. og præt.
Græsk har tre diateser: ,"Aktiv, medium, passiv."
De finitte modi er...,"Ind, konj, opt, imp."
Græsk har tre aspekter: imperf aor perf. Temavokalerne er...,ο-ε-ε \\ ο-ε-ο
De tre aspekter:,Impf aor perf.
De tre diateser:,Aktiv medium passiv
"Nævn først alle tre aspekter, derefter de seks modi!","Imperf, aor, perf; ind, konj, opt, imp, inf, ptc."
Ind har to tempora:,Præsens og præteritum.
"Præteritumsformer har foran stammen et augment (ἐ-). Præteritum er en tid/tempus, men i hvilken modus?",Indikativ
Præteritumsformen begynder med...,Augment (enten ἐ- eller en forlængelse af begyndelsesvokalen).
