"Lektion 16 -- Primære og sekundære verbalendelser (6.2.3)"
Personendelserne er forskellige i aktiv og medium; passiv har samme endelser som aktiv. Nævn de to hovedtyper af personendelser,Aktiv/passiv og medium. 
 Inden for hver type er der primære (A) endelser og sekundære (B) endelser. Nævn de fire sæt endelser.,"Primære i aktiv/passiv, sekundære i aktiv/passiv, primære i medium, sekundære i medium."
De primære endelser bruges i indikativ præsens og i konjunktiv. Hvilke endelser har indikativ præsens?,Primære (A) endelser.
Præterium indikativ og optativ har sekundære (B) endelser. Hvor bruges de primære endelser?,I indikativ præsens og i konjunktiv.
Hvor bruges de sekundære endelser?,I indikativ præteritum og i optativ.
"De aktive, primære personendelser i singularis er (temavokaler i parentes) er:  -ω,  -(ε)ις, -(ε)ι. Hvilken endelase har 2 sg?",-(ε)ις 
"De primære aktive endelser i pluralis er: -(ο)μεν, -(ε)τε, -ουσι(ν). Hvilken person er -ουσιν?",3 pl.
Gentag alle de primære endelser i aktiv.,"-ω \\ -(ε)ις \\ -(ε)ι \\ -(ο)μεν \\ -(ε)τε \\ -ουσι(ν)"
I hvilke former bruges disse endelser?,I indikativ præsens og i konjunktiv (med forlængede temavokaler: -ω) 
"De sekundære endelser i præteritum er: -(ο)ν, -(ε)ς, -(ε)(ν) / -(ο)μεν, -(ε)τε, -(ο)ν. Hvad er den sekundære endelse i 2 sg?",-(ε)ς.
Gentag de sekundære personendelser i præterium aktiv,"-(ο)ν \\ -(ε)ς \\ -(ε)(ν) \\ -(ο)μεν \\ -(ε)τε \\ -(ο)ν."
"De primære personendelser i medium er: -(ο)μαι, (ε)ι/ῃ, -(ε)ται / -(ο)μεθα, -(ε)σθε, -(ο)νται. Hvilken person ender på -(ο)μεθα?",1 pl.
Gentag de primære endelser i medium,"-(ο)μαι \\ -(ε)ι/ῃ \\ -(ε)ται \\ -(ο)μεθα \\ -(ε)σθε \\ -(ο)νται."
"De sekundære endelser i medium er: -(ο)μην, -ου, -(ε)το / -(ο)μεθα, -(ε)σθε, -(ο)ντο. Hvilken person er -(ο)μην?",1 sg.
Gentag de sekundære endelser i medium.,"-(ο)μην \\ -ου \\ -(ε)το \\ -(ο)μεθα \\ -(ε)σθε \\ -(ο)ντο."
I hvilke sæt endelser forekommer -ομεν?,Aktiv primær og sekundær 1 pl.
Gentag de sekundære endelser i aktiv!,"-(ο)ν \\ -(ε)ς \\ -(ε)(ν) \\ -(ο)μεν \\ -(ε)τε \\ -(ο)ν."
Hvor bruges de sekundære endelser?,I indikativ præteritum og (delvis) i optativ.
Gentag de primære endelser i medium!,"-(ο)μαι \\ (ε)ι/ῃ \\ -(ε)ται\\ -(ο)μεθα \\ -(ε)σθε \\ -(ο)νται."
