"Lektion 07 -- Adjektiver og adverbier (3)"
"Adj af 1. og 2. dekl har samme endelser som A og O-stammer. σοϕόϛ (klog) hedder i m, f, n nom sing...",σοϕόϛ \\ σοϕή \\ σοϕόν
I akk pl hedder de tre former af σοφός...,σοϕούϛ \\ σοϕάϛ \\ σοϕά
Adj efter 3. dekl har samme kasusmærker som konsonantstammerne; i mask og fem er kasusmærkerne (alle kasus)...,"nom ϛ/-, akk -α, gen -οϛ, dat ι, \\ nom -εϛ, akk -αϛ, gen -ων, dat σι"
Adj efter 3. dekl konsonantmærker i neut...,"-Ø, -Ø, -οϛ, -ι,  \\ -α, -α, -ων, σι"
εὐδαίμων (lykkelig) hedder i akk pl (alle køn)...,εὐδαίμοναϛ \\ ευδαίμονα
I dativ sing hedder εὐδαίμων...,εὐδαίμονι i alle køn
"σ-stammerne mister -σ- mellem to vokaler: εὐγενήϛ hedder i akk *εὐγενέσα, der sammentrækkes til...",εὐγενῆ
"I gen hedder εὐγενής *εὐγενέσοϛ, der bliver til...",εὐγενοῦϛ
"Dativ af εὐγενής hedder *εὐγενέσι, der bliver til...",εὐγενεῖ
"Plur m og f nom og akk af εὐγενής hedder *εὐγενέσεϛ, der bliver til...",εὐγενεῖϛ
"Plur neutr nom og akk af εὐγενής hedder *εὐγενέσα, der bliver til...",εὐγένη
"Gen og dat plur af εὐγενής hedder *ευγενεσων, *εὐγενεσι, der bliver til...",εὐγενῶν \\ εὐγένεσι
Komparativ dannes ved at føje -τεροϛ til stammen. δίκαιοϛ (retfærdig) hedder i komp...,δικαιότεροϛ
Superlativ dannes ved at sætte -τατοϛ på stammen. δίκαιοϛ hedder i superlativ...,δικαιότατοϛ
εὐγενήϛ har stammen εὐγενεσ- og hedder i komp...,εὐγενέστεροϛ
εὐγενής (st. εὐγενεσ-) hedder i superlativ...,εὐγενέστατοϛ
Adverbier dannes i positiv med endelsen -ωϛ. καλόϛ hedder derfor...,καλῶϛ
εὐγενήϛ hedder som adv...,ἐυγενῶϛ
Adv kompareres med -τερον og -τατα. δικαίωϛ hedder i komp og sup...,δικαιότερον \\ δικαιότατα
