"Lektion 20 -- Vanskelige verbalformer 2 (21--22)"
Lær hovedtiderne af φέρω udenad (21.56)! Bestem φερομένης!,Imperf ptc med fem sing gen.
Bestem ἐνέγκαιμεν!,Aor opt  akt 1 pl.
Bestem φέροιτε!,Imperf opt akt 2 pl.
Bestem οἴσοντες!,Fut ptc akt mask nom pl.
Lære hovedtiderne af φημί udenad (21.58)! Bestem εἴποιμι!,Aor opt akt 1 sg.
Bestem εἴρηται!,Perf ind præs med 3 sg.
Bestem ἔφη!,Imperf ind præt akt 3 sg.
Bestem εἴρηκας!,Perf ind præs akt 2 sg.
Bestem εἰποῦσαι!,Aor ptc akt fem nom pl.
Lær hovedtiderne af μανθάνω udenad (21.37)! Bestem μαθησομένῳ!,Fut ptc med mask (neutr) dat sg.
Bestem μάθω!,Aor konj akt 1 sg.
Bestem μεμαθηκότων!,Perf ptc akt mask gen pl.
Bestem ἐμάθετε og (b) angiv den tilsvarende form i 3 sg,Aor præt akt 2 pl. (b) ἔμαθεν.
"Hvilke(n) af følgende former er aor: \\ (a) εἰπεῖν,\\ (b) λαμβάνειν,\\ (c) γενέσθαι,\\ (d) ἔρχεσθαι",(a)  εἰπεῖν og \\ (c) γενέσθαι
"Hvilke(n) af følgende former er fut:\\ (a) λαβών,\\ (b) οἰσόμενος,\\ (c) ὀρῶν,\\ (d) ἐνεγκών?",(b) οἰσόμενος
"Hvilke(n) af følgende former er optativ:\\ (a) μάθοις,\\ (b) ἔθοιμεν,\\ (c) λάβοιμι,\\ (d) φημί?","(a) μάθοις \\ (b) ἔθοιμεν \\ (c) λάβοιμι."
"Hvilke(n) af følgende former er konjunktiv:\\ (a) ἑώρων,\\ (b) γενήσεται,\\ (c) φῄς,\\  (d) λαβοίμην?",Ingen (!)
"Hvilke(n) af følgende former er participium:\\ (a) ἑώρων,\\ (b) λαμβάνων,\\ (c) φέροιτο,\\ (d) ἦλθον?",(b) λαμβάνων
