"Lektion 13 -- Modus i finitte nexus (14--15)"
"Hvad er de fire finitte modi?","Ind, konj, opt, imp. "
"Hvilket synspunkt betegner brug af modus?","Den talendes. "
"Indikativ angiver...","Et alm. synspunkt ell. spørgsmål om nutid, fortid, fremtid: λέγω, ἔλεγον, ἔλεξα, λέξω. jeg taler, talte, vil tale"
"Konjunktiv udtrykker...","Den talendes tvivl eller vilje."
"τί εἴπω hvad skal jeg sige?, εὐχώμεθα lad os bede, μὴ εἴπῃϛ det må du ikke sige! kaldes hhv. dubitativ, hortativ og prohibitiv konjunktiv. De udtrykker...","Tvivl (kun 1. pers. sing.), fælles opfordring (kun 1. pl) forbud (kun 2. person)."
"I ledsætninger bruges konj især (a) ved finalsætninger (ἵνα, ὡϛ ὅπωϛ for at) (b) med ἄν eventualis. Finalsætninger indledes med...","ἵνα, ὡϛ, ὅπωϛ (negation: μή)"
"ἄν + konj i ledsætninger kaldes...","Eventualis (15)"
"Hvorledes bruges optativ i hovedsætninger?  ","(a) + ἄν om mulighed potentialis: μανθάνοιϛ ἄν du lærer det måske, (b) + εἴθε om ønsker: εἴθε μανθάνοιϛ."
"Hvilken brug af optativ er τοῦτο γένοιτο ἄν er altså...","Potentialis (opt + ἄν)"
"Hvorledes bruges optativ i ledsætninger? ","(a) + εἰ om potentialis (b) ved oblik optativ (se 14.8.2)."
"Bestem modusbrug: ἡ γῆ μέλαινα πίνει (den sorte jord drikker)","Ind om et alm. og sandt udsagn"
"Bestem modusbrug: τί μοι μάχεσθε; (hvorfor slås I mod mig?)","Ind om et alm. spørgsmål"
"Bestem modusbrug: ἐρωτῶ, ἵνα μάθω (jeg spørger for at lære)","Konj i en finalsætning"
"Bestem modusbrug: βουλοίμην ἄν λέγειν... (jeg ville gerne sige...)","Optativ + ἄν = potentialis"
"Bestem modusbrug: πίνωμεν!","Lad os drikke! konj i 1 pl om fælles opfordring (hortativ)"
"Bestem modusbrug: εἴθε γράϕοιτε (gid I ville skrive)","Optativ om ønske."
"Bestem modusbrug: ἐὰν μοι τοῦτο παρέχῃϛ... (hvis du tilbyder mig dette...)","Konj i en ledsætning med ἄν (εἰ + ἄν → εἄν): eventualis"
"Bestem modusbrug: διδάσκω σε, ἵνα μάθῃϛ (underviser dig, for at du skal lære)","Hovedsætn. i ind om et alm. udsagn, ledsætning + ἵνα og konj om hensigt (finalsætning)"
"Bestem modusbrug: ἐδίδαξα σε, ἵνα μάθοιϛ (jeg underviste dig, for at du skulle lære)...","HS i ind præt (aor) om en kendsgerning i fortiden, LS om en hensigt. Opt. er brugt oblik i stedet for konj. "
"Sætningen ἐδίδαξα σε, ἵνα μάθοιϛ (obl opt) kunne også have heddet ἐδίδαξα σε, ἵνα ... (14.8.2)","μάθῃϛ (altså konj pga ἵνα, finalt)"
"Bestem modusbrug: ὅταν (= ὅτε ἂν) πίνῃ τὸν οἶνον, ἥδεται (når han drikker vin, glæder han sig)","LS + ἄν og konj = eventualis, HS ind om en kendsgerning."
"Bestem modusbrug: παυσώμεθα μανθάνοντεϛ!","Konj i 1 pl om en fælles opfordring: lad os holde op med at lære!"
