Lektion 01 -- Grammatiske betegnelser (10 og 17)
Et navneord hedder på 'latin' ...,Et substantiv; det betegner ting og begreber
Et udsagnsord hedder ... og betegner ...,Et verbum. Et verbum betegner handlinger og tilstande
Et tillægsord hedder ... og betegner ...,Et adjektiv. Adjektiver betegner egenskaber ved substantiver: canis *magnus* (en *stor* hund). Subst. og adj. er nominer
Hvilken ordklasse er *terra*?,"Et substantiv, for det betegner en ting (jord, land) og bøjes i kasus "
Hvad er *magnus*/*magna*/*magnum*?,Et adjektiv (for det kan bøjes i køn og tal som på dansk stor/stort/store). \\ Subst og adj = nominer 
"Hvad er *dīcō*, *dīcis*, *dīcit* ...?","Et verbum, for det bøjes i personer (fx -ō, -s, -t, -mus, -tis, -nt) "
"Bestem ordklasserne af disse fire ord: *Rōma*, *scrībunt*, *servus*, *magnus*! Og hvilke ord er nominer?","*Rōma* substantiv, *scrībit* verbum, *servus* substantiv, *magnus* adjektiv. *Rōma*, *servus* og *magnus* er nominer "
"Navneord, udsagnsord og tillægsord hedder altså på latin ...","Substantiv, verbum og adjektiv"
Stedord hedder pronomen. Et pronomen 'står i stedet for' ...,Et nomen (subst eller adj) 
"Et forholdsord hedder en præposition, som står foran ...",Substantiver og andre kasusbøjede ord 
Pronomen og præposition hedder på dansk ...,Stedord og forholdsord 
Pronominer står i stedet for ... og præpositioner står foran ...,Pronominer står i stedet for nominer (subst og adj). Præpositioner står foran substantiver og andre kasusbøjede ord 
Biord hedder på latin adverbium. Et adverbium beskriver ...,"En egenskab ved et verbum eller et adjektiv (hun synger *smukt*, han er *godt* tosset) "
Bindeord hedder på latin konjunktion. Konjunktioner sammenbinder ...,Enkeltord med hinanden og hele sætninger med hinanden 
Tillægsform hedder på latin participium. Lang tillægsform hedder ...,Imperfektiv participium (mærket er *-nt-*) 
Kort tillægsform hedder ...,Perfektiv participium (mærket er *-t-* eller sjældnere *-s-*)
"Latin har en verbalform svarende til dansk 'løbende', som hedder ...",Imperfektiv participium
"og en verbalform svarende til 'spist', som hedder ...",Perfektiv participium 
Navnemåde hedder på latin ...,Infinitiv. Der findes en imperfektiv infinitiv og en perfektiv infinitiv
