Lektion 05 -- A-stammer (substantiver) (2.1.1)
Et substantiv har en stamme og en kasusendelse. A-stammerne er for det meste femininum. De ender i nom på *-a*; endelsen er altså ...,nul: terra
"Akk sg ender på -m, altså ...",terram
"Både gen og dat ender på *-ae*, altså ...","terrae, terrae"
"Abl ender på langt *-ā*, altså ...",terrā
"I nom pl er endelsen den samme som i gen og dat sg, altså ...",terrae
"Akk pl ender på *-s*, altså ...",terrās
"Gen pl ender på *-rum*, altså ...",terrārum
"Dat og abl pl ender på *-īs*, altså ...","terrīs, terrīs (terra-is > terrīs) "
Gentag singularis!,"terra, terram, terrae, terrae, terrā "
Hvilke former er ens?,"nom og abl (dog forskel i kvantitet *a*/*ā*), gen og dat "
Akk sg ender på ...,-m
Gentag kasusendelserne for singularis!,"nul, -m, -ae, -ae, -ā"
*Terra* bøjes i pluralis ...,"terrae, terrās, terrārum, terrīs, terrīs"
Endelserne i pluralis er altså ...,"-ae, -ās, -rum, -īs, -īs "
Gentag hele sg og pl af *terra*!,"terra, terram, terrae, terrae, terrā / terrae, terrās, terrārum, terrīs, terrīs"
Akkusativs endelser i sg og pl er ...,"-m, -s"
Gen sg og pl har endelserne ...,"-ae, -rum"
Dat sg og pl har endelserne ...,"-ae, -īs"
Abl sg og pl har endelserne ...,"-ā, -īs. Nu kan du A-stammernes bøjning!"
