Lektion 02 -- Grammatiske betegnelser (11 og 17)
Subjekt er det samme som ...,Grundled
Verballed er det samme som ...,Udsagnsled
Subjekt og verballed hedder på dansk ... og udgør tilsammen ...,Grundled og udsagnsled. Tilsammen kaldes subjekt og verballed nexus
Genstandsled hedder på latin ...,Direkte objekt eller akkusativobjekt 
Hensynsled kaldes ...,Indirekte objekt eller dativobjekt
Subjektsprædikat er det samme som ...,Omsagnsled til grundled
Objektsprædikat er det samme som ...,Omsagnsled til genstandsled 
Biordsled hedder på latin ...,Adverbialled
"Grundled, udsagnsled og omsagnsled til grundled hedder ...","Subjekt, verballed, subjektsprædikat "
"Genstandsled, omsagnsled til genstandsled, hensynsled og biordsled hedder ...","Direkte objekt, objektsprædikat, indirekte objekt, adverbialled "
Gentag de syv led!,"1 subjekt, 2 verballed, 3 subjektsprædikat, 4 direkte objekt, 5 objektsprædikat, 6 indirekte objekt, 7 adverbialled "
Hvad kaldes subjekt og verballed tilsammen?,Nexus.
Verbets valens bestemmer de øvrige led i sætningen – Verber med subjektsprædikat efter sig kaldes kopulative. Nævn det almindeligste latinske kopulative verbum!,verbet *sum* 
Hvilke verber har direkte objekt efter sig?,De transitive verber (deres handling 'går over på' objektet) 
Hvad hedder den sidste gruppe verber?,Intransitive verber
Hvilke verber kan have adverbialled efter sig?,Alle tre typer!
Hvilke typer verber kan have indirekte objekt?,Alle tre typer; det afhænger af ordets betydning 
Hvilke typer verber kan have objektsprædikat?,"Nogle få transitive verber, der betyder at gøre nogen til noget: te eruditum facio jeg gør dig kultiveret! "
Gentag alle sætningsled!,"1 subjekt, 2 verballed (1+2 = nexus), 3 subjektsprædikat, 4 direkte objekt, 5 objektsprædikat, 6 indirekte objekt, 7 adverbialled"
