Lektion 09 -- Kons- og I-stammer II (substantiver) (2.1.3.2, 2.1.4, 2.1.5)
Neutrumsord efter Konsonant- og I-stammer har ingen endelse i nom og akk sg. Exāmen (undersøgelse) hedder derfor ... (i nom og akk),"exāmen, exāmen "
"Gen, dat og abl har samme endelser som andre Konsonant-stammer, altså ...","-is, -ī, -e (ved Kons-st)/-ī (ved I-stammer) "
Bøj *exāmen* i sg!,"exāmen, exāmen, exāminis, exāminī, exāmine (stammens e svækkes foran n i ubetonet stavelse)"
Nom og akk pl ender på *-a* (som alle neutrumsord). Exāmin- hedder derfor ...,"exāmina, exāmina "
"Gen, dat og abl pl har samme endelser som andre Konsonant-stammer, altså ...","-um, (i)bus, (i)bus "
Bøj *exāmin-* i pluralis!,"exāmina, exāmina, exāminum, exāminibus, exāminibus "
Hvor mange forskellige former findes der altså i hhv sg og pl?,tre i hvert tal 
Så går vi over til U-stammerne i m og f! I U-stammerne ender nom og akk sg også på *-s* og *-m*. *Cāsu-* (fald) hedder altså ...,"cāsus, cāsum "
Gen og dat sg ender på *-s* og *-ī*. *Cāsu-* hedder altså ...,"cāsus, cāsuī "
Abl har ingen kasusendelse. Bøj *cāsu-* i singularis!,"cāsus, cāsum, cāsūs, cāsuī, cāsū "
"Nom og akk pl ender begge på *-s*, altså hedder *cāsu-*  ..","cāsūs, cāsūs "
Gen pl har samme endelse som Konsonant-stammerne: *-um*. *Cāsu-* hedder altså ...,cāsuum
"I dat og abl forsvinder stammens -u- og endelsen er *-ibus*, altså ...","cāsibus, cāsibus "
Bøj *cāsus* i sg og pl!,"cāsus, cāsum, cāsūs, cāsuī, cāsū / cāsūs, cāsūs, cāsuum, cāsibus, cāsibus "
Så går vi til E-stammerne! Nom og akk sg ender også på *-s* og *-m*.*re-* (ting) hedder ...,"rēs, rem "
Gen og dat sg ender begge på *–ī*; abl har ingen endelse. Bøj hele singularis!,"rēs, rem, reī, reī, rē "
Nom og akk pl ender på *-s* og hedder ...,"rēs, rēs "
"Gen ender på *-rum*, altså ...",rērum
Dat og abl ender på *-bus*. Bøj rēs i sg og pl!,"rēs, rem, reī, reī, rē/ rēs, rēs, rērum, rēbus, rēbus"
