Lektion 03 -- Syntaktiske grundbegreber (11.1-10)
Kernen i en sætning hedder *nexus*; den består af subjekt og verballed. Hvilken kasus står subjektet i?,Nominativ
Hvad ender verballeddet på?,Personendelse 
Nævn personendelserne i aktiv!,"-o,-m/-s/-t/–mus/-tis/-nt "
Nævn personendelserne i passiv!,"-or,-r/-ris/-tur/-mur/-mini/-ntur "
Hvad kaldes subjekt og verballed tilsammen?,Nexus
"Hvad bestemmer, hvilke andre led der er i sætningen?",De andre led bestemmes af verbets valens
Hvilke verber kan have subjektsprædikat?,De kopulative verber (især *sum*)
Subj præd står i ...,Nom
Hvilke verber har direkte objekt?,De transitive
Direkte objekt og objektsprædikat står i ...,Akk
Indirekte objekt står i ...,Dativ
Gentag de 6 omtalte led!,"1 subjekt, 2 verballed (1+2 = nexus), 3 subj præd, 4 dir obj, 5 obj præd 6 indir obj "
Hvad lægger (7) adverbialled sig til?,Til verballeddet 
Nævn de tre typer adverbialled!,"Instrumental (hvormed), lokativ/temporal (hvor/hvornår), separativ (hvorfra) "
Hvilke ord og ordforbindelser kan være adverbialled?,"Adverbier, akkusativ (måde og grad), ablativer (instrumental, lokativ/temporal, separativ) med eller uden præposition, adverbielle ledsætninger "
Hvilke kasus kan altså bruges som adverbialled?,Akk og abl 
Hvilken kasus er normalt ikke noget selvstændigt led?,Gen
Hvilke to kasus har (næsten!) kun én ledfunktion hver?,"Dat ved indirekte objekt, abl ved adverbielle led "
"Nom har altså to og akk tre funktioner, hvilke?","Nom: ved (1) subj og (2) subj præd; akk ved (1) dir obj, (2) objeksprædikat og (3) adverbialled (med eller uden præposition)"
