Lektion 20 -- Syntax, infinitte nexus, akk m inf, abs abl (15.2, 15.3.3)
"De finitte nexus er karakteriseret ved, at verbet har personendelse og at de er sætningsdannende. De infinitte er karakteriseret ved at verbet ikke har personendelse og optræder som led i sætninger. Altså, hvilke nexus er sætningsdannende?",De finitte nexus er sætningsdannende og har et verbum med en personendelse. De infinitte er ikke sætningsdannende
Der findes to infinitte nexus på latin: akk m inf-konstruktioner og absolut ablativ-konstruktioner. – Giv en analyse af den danske sætning *jeg hører ham komme*!,"jeg hører' er nexus, 'ham komme' er objekt for verbet 'hører' "
Hvilket forhold er der mellem ham komme (som kan omskrives til *at han kommer*)?,nexus-forhold (ham er subjekt for komme) 
Objektet er i sin indre opbygning en infinit nexus og består af et subst/pron (på latin i akk) og en infinitiv. Altså: Hvilken kasus står subjektet i den infinitte nexus i?,"subjektet i den infinitte nexus står i akkusativ, verbet står i infinitiv."
"Latin har tre aspekter, imperfektiv, perfektiv og (sjældent brugt i akk. m. inf) prospektiv. *Imperfektiv infinitiv* angiver samtidighed, *perfektiv infinitiv* angiver afsluttethed og *prospektiv infinitiv* angiver fremtidighed i forhold til det styrende verbum. Oversæt *audiō patrem venīre*!","jeg hører far komme / jeg hører, at far kommer (imperfektiv inf angiver samtidighed med audiō) "
Oversæt *audiō patrem vēnisse*!,"jeg hører, at far er kommet (perfektiv inf angiver afsluttethed til audiō) "
Oversæt *audiō patrem ventūrum esse* (prospektiv inf)!,"jeg hører, at far vil komme (prospektiv inf angiver fremtidighed til audiō) "
I det følgende eksempel står det det styrende verbum i fortid. Hvad betyder *audīvī patrem venīre*?,"jeg hørte, at far kom (imperfektiv inf angiver samtidighed med audīvī)"
Oversæt *audīvī patrem vēnisse*!,"jeg hørte, at far var kommet (perfektiv inf angiver afsluttethed til audīvī) "
Oversæt *audīvī patrem ventūrum esse*!,"jeg hørte, at far ville komme (prospektiv inf angiver fremtidighed til audīvī) "
Akk m inf-konstruktioner er infinitte ...,nexus og derfor ikke sætninger 
Hvilken tidsrelation angiver imperfektiv inf i forhold til det styrende verbum?,samtidighed
Og perfektiv inf?,afsluttethed 
Og prospektiv inf?,fremtidighed
"Disse akk m inf-konstruktioner findes efter menings-, ytrings- og sanseverber (fx *censeō* mener, *dīcō* siger, *audiō* hører) og verber, der angiver vilje og sindsstemning (fx *volō* vil, *doleō* er bedrøvet over). Hvilket sætningsled er akk m inf-konstruktionen for det styrende verbum?",direkte objekt 
Nu til den anden infinitte nexus: absolut ablativ. Hvilket sætningsled er en absolut ablativ?,adverbialled (ablativ er nemlig substantivets adverbielle kasus) 
"En absolut ablativ består normalt af et substantiv og et participium (imperfektiv eller perfektiv), begge sat i ablativ. De to participier (imperfektiv participium og perfektiv participium) har aspekter på samme måde som infinitiverne i akk m inf-konstruktionerne. Imperfektiv participium angiver derfor ...",samtidighed med det styrende verbum 
Perfektiv participium angiver ...,afsluttethed i forhold til det styrende verbum 
Og prospektiv participium?,fremtidighed til det styrende verbum 
"En absolut ablativ må normalt oversættes med en ledsætning, og samtidighed kan angives med *idet* ..., og fortidighed med *efter at* ... Hvordan oversættes nu *dominō dormiente servus fugit* (*dominō dormiente abs abl*)?","mens herren sover, flygter slaven (imperfektiv participium angiver samtidighed med det styrende verbum, fugit)"
Oversæt *dominō interfectō servus fugit*!,"efter at herren er blevet dræbt, flygter slaven (perfektiv part angiver afsluttethed til det styrende verbum, fugit)"
