Lektion 11 -- Pronominer (4)
Bortset fra de personlige og reflexive pronominer bøjes pronominerne som adjektiverne. De er i hovedsagen A- (f) og O-stammer (m og n). Pronominet *ipso-*/*ipsa-* hedder i akk sg og akk pl altså ... (i alle køn),"ipsum, ipsam, ipsum / ipsōs, ipsās, ipsa "
Abl sg og dat og abl pl hedder ... (i alle køn),"ipsō, ipsā, ipsō / ipsīs (dat og abl alle køn) "
Gen og dat sg har henholdsvis endelsen -īus (-jus) og -ī uanset køn (her bortfalder stammens -o-/-a-).* Ipso-*/*ipsa-* hedder således ...,"ipsīus, ipsī "
Nom pl af *ipso-*/*ipsa-* hedder som andre O- og A-stammer ...,"ipsī, ipsae, ipsa "
Akk pl hedder ...,"ipsōs, ipsās, ipsa"
Gen pl hedder ...,"ipsōrum, ipsārum, ipsōrum "
Pronominernes nom sg er ofte uregelmæssig. Maskulinum sg får intet kasusmærke og stammens -o- ændres til *-e*. Neutrum sg får ofte endelsen *-d*. *Illo-*/*illa-* hedder derfor i nom sg ... (alle køn),"ille, illa, illud "
Akk sg neutrum er altid identisk med nom sg. *Illo-* hedder altså i n akk sg ...,illud
"Bestem følgende former af Q-pronominet med hensyn til køn, tal og kasus: *quem*, *quam*, *quod*!","akk sg i m, f og n "
Formen *illīus* er ...,gen sg alle køn 
"H-pronominet er meget uregelmæssigt, bl.a. ved i nogle former at have suffixet *-c*, som bevirker, at et oprindeligt -m- ændres til -n-. Formerne *hunc*, *hanc*, *hoc* er derfor …","akk sg i henholdsvis m, f og n "
"Pronominet *eo-*/*ea-* hedder i nom sg *is*, *ea*, *id*. Hvad er kasusendelserne?","-s, -, -d "
I akk sg (alle køn) hedder dette pronomen ...(*eo-*/*ea-*),"eum, eam, id "
*Huius* (H-pron) og *cuius* (Q-pron) er ...,gen sg alle køn 
Bøj *iste*/*ista*/*istud* i sg alle køn!,"iste, ista, istud / istum, istam, istud / istīus / istī/ istō, istā, istō"
Bøj *ille*/*illa*/*illud* i pl alle køn ...,"illī, illae, illa / illōs, illās, illa / illōrum, illārum, illōrum / illīs / illīs "
H- og Q-pron har begge i nom sg f et *-e* efter stammen (H-pron desuden suffikset -c). De hedder derfor ...,"haec, quae "
"Q-pron har i dat og abl pl kasusendelser som Kons-stammerne (bemærk, at både quo- og qua- ændrer stammen til qui-). Dat og abl pl hedder altså ...",quibus 
"Bestem *huic* og *cui* med hensyn til køn, tal og kasus (H- og Q-pron)!",dat sg alle køn
