Lektion 16 -- Verber III, finitte verbalformer (6)
"Perfektivstammen dannes af imperfektivstammen og et af mærkerne *-v-*, *-u-*, *-s-* eller *nul*;* amāv-*, *monu-*, *dīx-*, *audīv-* er altså  ...","perfektivstammer af amā-, monē- (NB -e- forsvinder!), dīc-, audī- "
"Mærket *-v-* bruges ved a- og i- stammer. Dan perf-stamme af *amā-*, *audī-*, *formā-*, *fīnī-*!","amāv-, audīv-, formāv-, fīnīv-"
"*-u-* bruges mest ved e-stammer. Dan perf stammer af *monē-*, *tacē-*, *docē-* (fjern e-et!).","monu-, tacu-, docu-"
"*-s-* bruges ved kons-stammer. Dan perfektivstammer af *scrīb-*, *dīc-*, *dūc-* (c+s > x)!","scrīps- (scrībs- > scrīps-), dīx-, dūx-"
Nogle konsonantstammer har mærket *nul*. Fx kan *bib-* (drik-) både være ... og ...,imperfektivstamme og perfektivstamme. Der er ingen faste regler! (se listen over uregelmæssige verber)
"Perfektivstammerne danner ligesom imperfektiv to modi og tre tider, nemlig ...","indikativ præsens, præteritum, futurum, konjunktiv præsens, præteritum"
"Perfektiv præsens har modus/tempus-mærket *nul* og særlige personendelser, nemlig ...","-ī, -istī, -it/ -imus, -istis, -ērunt"
Bøj *amā-v-* og *dīx-* i perfektiv ind præsens!,"amav-ī, -istī, -it, -imus, -istis, -ērunt / dīxī, dīxistī, dīxit, dīximus, dīxistis, dīxērunt"
Perfektiv indikativ præteritum har mærket *-era-*. *Dīx-* hedder altså ...,"dīxeram, dīxerās, dīxerat, dīxerāmus, dīxerātis, dīxerant"
"Den sjældne perfektiv futurum har mærket -er(i)-, altså *amāverō*, *amāveris* .","amāverit, amāverimus, amāveritis, amāverint"
Perfektiv konj præsens har (også) mærket *-eri-*. Konj præt har mærket *-isse-*. Bøj *amāv-* i begge former!,"amāverim, amāveris, amāverit, amāverimus, amāveritis, amāverint / amāvissem, amāvissēs, amāvisset, amāvissēmus, amāvissētis, amāvissent"
Hvad kalder man alle disse former med personendelser?,finitte verbalformer i aktiv!
Hvilke andre finitte verbalformer findes der?,verber med passive endelser 
"Hvad er forskellen på perfektiv ind præsens og perfektiv ind simplex, der jo er én og samme form?","perfektiv betyder som bekendt 'afsluttet handling' og perf præs svarer til dansk førnutid, perf simplex til dansk datid "
audīvī betyder derfor både ... og ...,jeg har hørt' (= perf præs) 'jeg hørte' (= perf simplex)  
Perfektiv præteritum dīxerant betyder ...,de havde sagt' 
Perfektiv futurum oversættes bedst som dansk førnutid; dīxerimus betyder ...,vi har sagt' eller 'vi vil have sagt' 
*sum* er et meget almindeligt og uregelmæssigt verbum. Bøj det i imperfektiv indikativ præsens!,"sum, es, est, sumus, estis, sunt "
"Imperf ind præt dannes af stammen *era-*, altså ...","eram, erās, erat, erāmus, erātis, erant"
"Futurum dannes af er(i)-, altså ..","erō, eris, erit, erimus, eritis, erunt "
